"APPID","CAT_COMP_1","CAT_COMP_2","GIFT_CAT_DESC","CAMPAIGN_CDE","FIN_AID_ELEMENT","MEM_HONOR_CDE","FUTURE_GOAL_1","FUTURE_GOAL_2","FUTURE_GOAL_3","FUTURE_GOAL_4","FUTURE_GOAL_5","FUND_GOAL_AMT","ANNUAL_GOAL_AMT","FUND_TYPE","TOT_XFER_TO_BU","INC_INT_GENERATED","GIVING_CLUB_CDE","DESIGNATION_CDE","CASH_ACCT_CDE","CASH_GL_MASTER_APPID","REV_ACCT_CDE","REV_GL_MASTER_APPID","ASSET_ACCT_CDE","ASSET_GL_MASTER_APPID","LIAB_ACCT_CDE","LIAB_GL_MASTER_APPID","CASE_GROUP","CASE_LINE_NUM","FOLIO","CHARITABLE_FLAG","VALID_UNTIL_DTE","ACTION_REQ_FLAG","REQ_ACTION_DONE","GL_EXPECTED","GL_REVENUE","RANGE_1_LIMIT","RANGE_2_LIMIT","RANGE_3_LIMIT","RANGE_4_LIMIT","RANGE_5_LIMIT","RANGE_6_LIMIT","RANGE_7_LIMIT","RANGE_8_LIMIT","RANGE_9_LIMIT","RANGE_10_LIMIT","RANGE_11_LIMIT","RANGE_12_LIMIT","RANGE_1_NUM","RANGE_1_AMT","RANGE_2_NUM","RANGE_2_AMT","RANGE_3_NUM","RANGE_3_AMT","RANGE_4_NUM","RANGE_4_AMT","RANGE_5_NUM","RANGE_5_AMT","RANGE_6_NUM","RANGE_6_AMT","RANGE_7_NUM","RANGE_7_AMT","RANGE_8_NUM","RANGE_8_AMT","RANGE_9_NUM","RANGE_9_AMT","RANGE_10_NUM","RANGE_10_AMT","RANGE_11_NUM","RANGE_11_AMT","RANGE_12_NUM","RANGE_12_AMT","CASH_GIFT_NUM","CASH_GIFT_AMT","PROMISE_NUM","PROMISE_AMT","PROMISE_PMT_NUM","PROMISE_PMT_AMT","MATCH_GIFT_NUM","MATCH_GIFT_AMT","MATCH_PMT_NUM","MATCH_PMT_AMT","SOFT_CREDIT_NUM","SOFT_CREDIT_AMT","NON_CASH_NUM","NON_CASH_AMT","GIFTS_NUM","GIFTS_AMT","DEFER_NUM","DEFER_AMT","DEFER_PMT_NUM","DEFER_PMT_AMT","DON_RESTR_NUM","DON_RESTR_AMT","ORG_RESTR_NUM","ORG_RESTR_AMT","FIRST_GIFT_DTE","FIRST_GIFT_AMT","LAST_GIFT_DTE","LAST_GIFT_AMT","LARGEST_GIFT_DTE","LARGEST_GIFT_AMT","SMALLEST_GIFT_DTE","SMALLEST_GIFT_AMT","ALT_DESIGNATION_CD","ONLINE_GIVING_AVAIL","ONLINE_GIVING_DESC","PROJECT_CODE","APPROWVERSION","USER_NAME","JOB_NAME","JOB_TIME"
"297","ENCHA","80201","Henreitta Bell Wells Endowed Chair","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","","03","03   0000 100  1258","5158","","","","","","","A","00","","Y","7/1/2059 12:00:00 AM","N","N","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","","0.00","","0.00","","0.00","","0.00","","N","","","System.Byte[]","MTALLEN","w_recalc_summ_info","8/8/2011 12:00:00 AM"
"298","ENCHA","80202","J. Jack Ingram Endowed Chair","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","","03","03   0000 100  1063","9744","03   0000 430  4569","5442","03   0000 110  1017","5160","","","A","00","","Y","7/1/2050 12:00:00 AM","N","N","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","95","233300.00","0","0.00","7.00","67000.00","0","0.00","0","0.00","150","207400.00","0","0.00","102","300300.00","0","0.00","0","0.00","0","0.00","0","0.00","8/17/2011 8:19:12 AM","100.00","12/9/2022 12:00:00 AM","15000.00","10/18/2011 11:29:19 AM","16000.00","8/17/2011 8:19:12 AM","100.00","","N","","","System.Byte[]","JCOVARRUBIAS","w_gift_entry","3/8/2023 4:22:13 PM"
"299","ENFUN","30055","Use ENSCH not ENFUN","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","","03","03   0000 100  1258","5158","03   0000 430  2185","5433","03   0000 110  1017","5160","","","A","00","","N","","N","N","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","","0.00","","0.00","","0.00","","0.00","","N","","","System.Byte[]","MTALLEN","w_recalc_summ_info","8/8/2011 12:00:00 AM"
"300","ENFUN","80000","Endowment Fund","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","","03","03   0000 100  1063","9744","03   0000 430  4523","5441","01   0000 110  1017","5512","","","A","00","","Y","12/31/2010 12:00:00 AM","N","N","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","362","178321.82","0","0.00","0.00","0.00","0","0.00","0","0.00","16","3951.75","0","0.00","362","178321.82","0","0.00","0","0.00","0","0.00","0","0.00","1/7/1997 12:00:00 AM","500.00","3/17/2023 12:00:00 AM","1395.24","2/11/2016 3:08:31 PM","480000.00","12/31/2003 12:00:00 AM","0.35","","N","","","System.Byte[]","JCOVARRUBIAS","w_gift_entry","3/28/2023 11:06:07 AM"
"301","ENFUN","80100","Endowed Programs","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","","03","03   0000 100  1258","5158","03   0000 430  4523","5441","03   0000 110  1017","5160","","","A","00","","Y","12/31/2010 12:00:00 AM","N","N","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","","0.00","","0.00","","0.00","","0.00","","N","","","System.Byte[]","MTALLEN","w_recalc_summ_info","8/8/2011 12:00:00 AM"
"302","ENFUN","80300","Endowed Building Funds","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","","03","03   0000 100  1258","5158","03   0000 430  4523","5441","03   0000 110  1017","5160","","","A","00","","Y","12/31/2010 12:00:00 AM","N","N","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","","0.00","","0.00","","0.00","","0.00","","N","","","System.Byte[]","MTALLEN","w_recalc_summ_info","8/8/2011 12:00:00 AM"
"303","ENFUN","80301","Freeman P. & Carrie E. Hodge Center Endowment","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","","03","03   0000 100  1258","5158","03   0000 430  4523","5441","03   0000 110  1017","5160","","","A","00","","Y","12/31/2010 12:00:00 AM","N","N","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","9","16367.00","0","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","9","16367.00","0","0.00","0","0.00","0","0.00","0","0.00","1/11/2000 12:00:00 AM","1000.00","2/20/2007 1:41:41 PM","1000.00","7/18/2005 10:03:30 AM","15000.00","3/6/2006 8:55:36 AM","467.00","","N","","","System.Byte[]","MTALLEN","w_recalc_summ_info","8/8/2011 5:05:53 PM"
"304","ENFUN","80302","Charles E. Campbell Memorial Fund/Athletic Dept","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","","03","03   0000 100  1258","5158","03   0000 430  4523","5441","03   0000 110  1017","5160","","","A","00","","N","","N","N","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","100.00","0","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","100.00","0","0.00","0","0.00","0","0.00","0","0.00","4/12/2002 1:45:24 PM","100.00","4/12/2002 1:45:24 PM","100.00","4/12/2002 1:45:24 PM","100.00","4/12/2002 1:45:24 PM","100.00","","N","","","System.Byte[]","MTALLEN","w_recalc_summ_info","8/8/2011 4:02:28 PM"
"305","ENFUN","80303","Endowment Holding Accounts","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","","02","02   0000 100  1253","2156","02   0000 430  4383","2626","01   0000 110  1017","5512","","","A","00","","N","","N","N","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","108","122156.24","6","65000.00","17.00","22200.00","0","0.00","0","0.00","92","119246.24","0","0.00","125","144356.24","0","0.00","0","0.00","0","0.00","0","0.00","12/16/2010 9:02:35 AM","1000.00","2/23/2023 12:00:00 AM","1000.00","3/22/2017 9:15:59 AM","25916.24","8/16/2012 5:07:06 PM","-1.00","02","N","","","System.Byte[]","JCOVARRUBIAS","w_gift_entry","2/27/2023 6:06:05 PM"
"306","ENFUN","80304","Employee Special Project","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","","01","01   0000 100  1220","5509","01   0000 430  4336","5927","01   0000 110  1017","5512","","","A","00","","N","","N","N","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","663","80566.21","8","613776.00","80.00","192972.67","0","0.00","0","0.00","205","73135.45","3","22330.04","746","295868.92","0","0.00","0","0.00","0","0.00","0","0.00","5/10/2012 12:25:27 PM","1134.06","4/5/2018 10:41:39 AM","12.50","3/18/2015 3:47:50 PM","73717.86","7/23/2012 3:14:16 PM","-1.00","","N","","","System.Byte[]","mtallen","w_gift_entry","4/5/2018 11:11:04 AM"
"307","ENFUN","80305","HLSLLC Maintenance Service","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","","03","03   0000 100  1258","5158","03   0000 430  4523","5441","03   0000 110  1017","5160","","","A","00","","N","","N","N","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","12","11090.55","0","0.00","0.00","0.00","0","0.00","0","0.00","21","12046.02","0","0.00","12","11090.55","0","0.00","0","0.00","0","0.00","0","0.00","12/3/2012 4:10:52 PM","135.08","2/7/2018 10:45:19 AM","5000.00","2/7/2018 10:45:19 AM","10000.00","5/28/2014 12:00:00 AM","44.43","","N","","","System.Byte[]","mtallen","w_gift_entry","2/7/2018 3:48:59 PM"
"308","ENSCH","30042","Abell Hanger Endowment Scholarship Fund","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","","03","03   0000 100  1258","5158","03   0000 430  4523","5441","03   0000 110  1017","5160","","","A","00","","N","","N","N","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","","0.00","","0.00","","0.00","","0.00","","N","","","System.Byte[]","MTALLEN","w_recalc_summ_info","8/8/2011 12:00:00 AM"
"309","ENSCH","30050","Fred. E. Lewis Endowed Scholarship Fund","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","","03","03   0000 100  1063","9744","03   0000 430  2404","5434","01   0000 110  1017","5512","","","A","00","","N","","N","N","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","2","350.00","0","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","2","350.00","0","0.00","0","0.00","0","0.00","0","0.00","1/20/2021 12:00:00 AM","300.00","2/23/2021 3:15:04 PM","50.00","1/20/2021 12:00:00 AM","300.00","2/23/2021 3:15:04 PM","50.00","","N","","","System.Byte[]","drlynch","w_gift_entry","3/17/2021 1:35:15 PM"
"310","ENSCH","30052","Joe W. Kirven Endowed Scholarship Fund","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","","03","03   0000 100  1258","5158","03   0000 430  4038","5435","03   0000 110  1017","5160","","","A","00","","Y","12/31/2030 12:00:00 AM","N","N","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","13","241925.00","0","0.00","1.00","40000.00","0","0.00","0","0.00","10","330500.00","0","0.00","14","281925.00","0","0.00","0","0.00","0","0.00","0","0.00","9/29/2006 12:21:21 PM","10000.00","4/10/2023 12:00:00 AM","100.00","2/11/2016 3:08:31 PM","123000.00","2/1/2022 12:00:00 AM","25.00","","N","","","System.Byte[]","JCOVARRUBIAS","w_gift_entry","4/18/2023 11:06:12 AM"
"311","ENSCH","30055","Sprott Family Foundation Endowed Scholarship","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","","03","03   0000 100  1063","9744","03   0000 430  2185","5433","03   0000 110  1017","5160","","","A","00","","Y","6/30/2059 12:00:00 AM","N","N","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","","0.00","","0.00","","0.00","","0.00","","N","","","System.Byte[]","MTALLEN","w_recalc_summ_info","8/8/2011 12:00:00 AM"
"312","ENSCH","30061","Charles & Gloria Larry Endowed Scholarship","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","","03","03   0000 100  1258","5158","03   0000 430  4523","5441","03   0000 110  1017","5160","","","A","00","","N","","N","N","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","4","3800.00","0","0.00","0.00","0.00","0","0.00","0","0.00","4","5100.00","0","0.00","4","3800.00","0","0.00","0","0.00","0","0.00","0","0.00","2/27/2013 2:42:54 PM","1500.00","2/12/2018 10:24:40 AM","2000.00","2/12/2018 10:24:40 AM","2000.00","10/11/2016 2:52:47 PM","100.00","","N","","","System.Byte[]","mtallen","w_gift_entry","2/12/2018 3:41:07 PM"
"313","ENSCH","32011","Haywood L. Strickland Endowed Scholarship","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","","03","03   0000 100  1063","9744","03   0000 430  4523","5441","03   0000 110  1017","5160","","","A","00","","Y","12/31/2999 12:00:00 AM","N","N","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","687","49274.28","355","12469.55","210.00","6459.07","0","0.00","0","0.00","278","24974.15","2","669.00","899","56402.35","0","0.00","0","0.00","0","0.00","0","0.00","1/1/1900 12:00:00 AM","30.00","8/13/2018 11:12:31 AM","1000.00","2/6/2012 4:58:09 PM","1300.00","3/22/2012 3:52:20 PM","-1.00","","N","","","System.Byte[]","drlynch","w_gift_entry","8/13/2018 1:07:33 PM"
"314","ENSCH","32020","Vinnie L. Williams Traylor Endowed Scholarship","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","","03","03   0000 100  1063","9744","03   0000 430  4523","5441","01   0000 110  1017","5512","","","A","00","","Y","6/30/2040 12:00:00 AM","N","N","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","112","87642.00","0","0.00","0.00","0.00","0","0.00","0","0.00","77","50495.00","0","0.00","112","87642.00","0","0.00","0","0.00","0","0.00","0","0.00","1/1/1900 12:00:00 AM","50.00","8/16/2022 12:00:00 AM","8750.00","1/24/2012 8:15:44 AM","10000.00","12/30/2011 12:00:00 AM","0.35","","N","","","System.Byte[]","JCOVARRUBIAS","w_gift_entry","8/26/2022 4:51:04 PM"
"315","ENSCH","70000","Endowed Scholarship General","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","","03","03   0000 100  1258","5158","03   0000 430  4523","5441","03   0000 110  1017","5160","","","A","00","","Y","12/31/2010 12:00:00 AM","N","N","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","11","22715.00","-5","-50000.00","0.00","0.00","0","0.00","0","0.00","0","0.00","1","25000.00","12","47715.00","0","0.00","0","0.00","0","0.00","0","0.00","1/13/1998 12:00:00 AM","125.00","10/6/2011 10:21:51 AM","25000.00","10/6/2011 10:21:51 AM","25000.00","9/30/1998 12:00:00 AM","15.00","","N","","","System.Byte[]","MTALLEN","w_gift_entry","5/12/2014 10:26:09 AM"
"316","ENSCH","70001","Vivian Lewis Endowed Scholarship Fund","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","","03","03   0000 100  1063","9744","02   1093 560  5695","3256","01   0000 110  1017","5512","","","A","00","","Y","12/31/2010 12:00:00 AM","N","N","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","118","108945.68","0","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","118","108945.68","0","0.00","0","0.00","0","0.00","0","0.00","7/19/2000 12:00:00 AM","20000.00","7/11/2018 12:09:57 PM","19967.00","7/19/2000 12:00:00 AM","20000.00","8/1/2001 12:00:00 AM","11.67","","N","","","System.Byte[]","drlynch","w_gift_entry","7/11/2018 12:21:10 PM"
"317","ENSCH","70002","Tom Brown Scholarship Fund","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","","02","02   0000 100  1066","9747","02   0000 430  4414","2651","02   0000 110  1017","2164","","","A","00","","Y","12/31/2010 12:00:00 AM","N","N","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","56","120192.98","0","0.00","0.00","0.00","0","0.00","0","0.00","17","7607.12","0","0.00","56","120192.98","0","0.00","0","0.00","0","0.00","0","0.00","8/18/1987 12:00:00 AM","7227.10","10/7/2022 12:00:00 AM","50.00","7/12/2017 2:41:40 PM","9105.07","2/11/2000 12:00:00 AM","10.00","","N","","","System.Byte[]","JCOVARRUBIAS","w_gift_entry","1/18/2023 4:59:25 PM"
"318","ENSCH","70003","Beatrice O. Hughes Scholarship","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","","03","03   0000 100  1258","5158","03   0000 430  4523","5441","03   0000 110  1017","5160","","","A","00","","Y","12/31/2010 12:00:00 AM","N","N","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","","0.00","","0.00","","0.00","","0.00","","N","","","System.Byte[]","MTALLEN","w_recalc_summ_info","8/8/2011 12:00:00 AM"
"319","ENSCH","70004","Bob Parrot Endowed Scholarship Fund","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","","03","03   0000 100  1063","9744","03   0000 430  4523","5441","01   0000 110  1017","5512","","","A","00","","Y","12/31/2010 12:00:00 AM","N","N","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","32","25381.90","0","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","32","25381.90","0","0.00","0","0.00","0","0.00","0","0.00","2/11/1997 12:00:00 AM","120.60","8/19/2020 3:52:22 PM","2700.00","9/2/1999 12:00:00 AM","2800.00","3/5/2018 10:04:57 AM","99.37","","N","","","System.Byte[]","drlynch","w_gift_entry","8/19/2020 3:56:13 PM"
"320","ENSCH","70005","Fitzgerald Endowed Scholarship Fund","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","","03","03   0000 100  1063","9744","03   0000 430  4523","5441","03   0000 110  1017","5160","","","A","00","","Y","12/31/2010 12:00:00 AM","N","N","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","19","14971.78","0","0.00","0.00","0.00","0","0.00","0","0.00","2","1826.40","0","0.00","19","14971.78","0","0.00","0","0.00","0","0.00","0","0.00","10/7/1997 12:00:00 AM","444.02","2/7/2020 2:18:14 PM","926.40","3/3/2016 3:14:07 PM","1200.00","10/7/1997 12:00:00 AM","444.02","","N","","","System.Byte[]","drlynch","w_gift_entry","2/7/2020 2:21:17 PM"
"321","ENSCH","70006","Sam Adams Memorial Endowed Scholarship Fund","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","","03","03   0000 100  1258","5158","03   0000 430  4523","5441","03   0000 110  1017","5160","","","A","00","","Y","12/31/2010 12:00:00 AM","N","N","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","3","115201.75","0","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","3","115201.75","0","0.00","0","0.00","0","0.00","0","0.00","8/27/1997 12:00:00 AM","75000.00","4/14/2000 12:00:00 AM","26.75","8/27/1997 12:00:00 AM","75000.00","4/14/2000 12:00:00 AM","26.75","","N","","","System.Byte[]","MTALLEN","w_recalc_summ_info","8/8/2011 4:41:42 PM"
"322","ENSCH","70007","Bruce McMillan, Jr. Endowed Scholarship Fund","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","","03","03   0000 100  1258","5158","03   0000 430  4523","5441","03   0000 110  1017","5160","","","A","00","","Y","12/31/2010 12:00:00 AM","N","N","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","","0.00","","0.00","","0.00","","0.00","","N","","","System.Byte[]","MTALLEN","w_recalc_summ_info","8/8/2011 12:00:00 AM"
"323","ENSCH","70008","Johanna & Marbro Pettaway Endowed Scholarship Fund","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","","03","03   0000 100  1258","5158","03   0000 430  4523","5441","03   0000 110  1017","5160","","","A","00","","Y","12/31/2010 12:00:00 AM","N","N","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","104","10120.00","0","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","104","10120.00","0","0.00","0","0.00","0","0.00","0","0.00","1/1/1993 12:00:00 AM","600.00","1/19/2005 8:28:43 PM","25.00","5/30/1995 12:00:00 AM","3000.00","5/30/2003 10:40:37 AM","5.00","","N","","","System.Byte[]","MTALLEN","w_recalc_summ_info","8/8/2011 4:54:12 PM"
