"GIFT_GROUP_NUM","GIFT_NUM","DONOR_ID","RECEIPT_ADDR_CDE","CAT_COMP_1","CAT_COMP_2","MEM_HONOR_CDE","AID_ELEMENT","CAMPAIGN_CDE","SOLICIT_CDE","GIVING_CLUB_CDE","SOLICITOR_ID","GIFT_DTE","GIFT_AMT","GIVING_RELATION","LETTER_TO_SEND","NOTATION_1","NOTATION_2","PROPOSAL_NUM","GIFT_CLASS","SUB_CLASS_CDE","LAST_RECPT_NUM","BANK_ID","CHECK_CC_NUM","LEGAL_TENDER","EXPIRE_DTE","ACK_DATE","GIFT_SET_CDE","ANON_GIFT_FLAG","PRINT_RECPT_YN","IMMED_LETTER_YN","BOOK_YN","SALUT_CDE","GIFT_MASTER_STS","DEDICATEE_NOTIFIED","DEDICATION_INFO","USER_NAME","JOB_NAME","JOB_TIME"
"4625","259","6830","","ANSCH","30069","","","WWW","","","","4/23/2021 8:13:43 AM","1.00","AL","","Walk with Wiley - Torey Page","","","CS","OL","0","","","","4/16/2021 12:00:00 AM","","AS","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","5/17/2021 10:17:04 AM"
"4625","260","14084","","ANSCH","30069","","","WWW","","","","4/23/2021 8:13:43 AM","1.00","AL","","Walk with Wiley - Torey Page","","","CS","OL","0","","","","4/16/2021 12:00:00 AM","","AS","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","5/17/2021 10:17:31 AM"
"4625","261","45636","","ANSCH","30069","","","WWW","","","","4/23/2021 8:13:43 AM","1.00","AL","","Walk with Wiley - Torey Page","","","CS","OL","0","","","","4/16/2021 12:00:00 AM","","AS"," ","Y","N","Y","","A","N","","drlynch","w_gift_entry","5/17/2021 10:18:05 AM"
"4625","262","51986","","ANSCH","30069","","","WWW","","","","4/23/2021 8:13:43 AM","1.00","AL","","Walk with Wiley - Torey Page","","","CS","OL","0","","","","4/16/2021 12:00:00 AM","","AS"," ","Y","N","Y","","A","N","","drlynch","w_gift_entry","5/17/2021 10:18:37 AM"
"4625","263","5194","","ANSCH","30069","","","WWW","","","","4/23/2021 8:13:43 AM","1.00","AL","","Walk with Wiley - Torey Page","","","CS","OL","0","","","","4/16/2021 12:00:00 AM","","AS","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","5/17/2021 10:19:06 AM"
"4625","264","2137","","ANSCH","30069","","","WWW","","","","4/23/2021 8:13:43 AM","1.00","AL","","Walk with Wiley - Torey Page","","","CS","OL","0","","","","4/16/2021 12:00:00 AM","","AS","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","5/17/2021 10:19:33 AM"
"4625","265","32024","","ANSCH","30069","","","WWW","","","","4/23/2021 8:13:43 AM","1.00","AL","","Walk with Wiley - Torey Page","","","CS","OL","0","","","","4/16/2021 12:00:00 AM","","AS","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","5/17/2021 10:20:20 AM"
"4625","266","15619","","ANSCH","30069","","","WWW","","","","4/23/2021 8:13:43 AM","1.00","AL","","Walk with Wiley - Torey Page","","","CS","OL","0","","","","4/16/2021 12:00:00 AM","","AS","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","5/17/2021 10:20:47 AM"
"4625","267","4937","","ANSCH","30069","","","WWW","","","","4/23/2021 8:13:43 AM","1.00","AL","","Walk with Wiley - Torey Page","","","CS","OL","0","","","","4/16/2021 12:00:00 AM","","AS","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","5/17/2021 10:21:15 AM"
"4625","268","5664","","ANSCH","30069","","","WWW","","","","4/23/2021 8:13:43 AM","1.00","AL","","Walk with Wiley - Torey Page","","","CS","OL","0","","","","4/16/2021 12:00:00 AM","","AS","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","5/17/2021 10:21:47 AM"
"4625","269","56157","","ANSCH","30069","","","WWW","","","","4/23/2021 8:13:43 AM","1.00","AL","","Walk with Wiley - Torey Page","","","CS","OL","0","","","","4/16/2021 12:00:00 AM","","AS"," ","Y","N","Y","","A","N","","drlynch","w_gift_entry","5/17/2021 10:22:12 AM"
"4625","270","6763","","ANSCH","30069","","","WWW","","","","4/23/2021 8:13:43 AM","1.00","AL","","Walk with Wiley - Torey Page","","","CS","OL","0","","","","4/16/2021 12:00:00 AM","","AS","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","5/17/2021 10:22:57 AM"
"4625","271","4934","","ANSCH","30069","","","WWW","","","","4/23/2021 8:13:43 AM","1.00","AL","","Walk with Wiley - Torey Page","","","CS","OL","0","","","","4/16/2021 12:00:00 AM","","AS","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","5/17/2021 10:23:31 AM"
"4625","272","8106","","ANSCH","30069","","","WWW","","","","4/23/2021 8:13:43 AM","1.00","AL","","Walk with Wiley - Torey Page","","","CS","OL","0","","","","4/16/2021 12:00:00 AM","","AS","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","5/17/2021 10:24:00 AM"
"4625","273","24132","","ANSCH","30069","","","WWW","","","","4/23/2021 8:13:43 AM","1.00","AL","","Walk with Wiley - Torey Page","","","CS","OL","0","","","","4/16/2021 12:00:00 AM","","AS","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","5/17/2021 10:24:38 AM"
"4625","274","8105","","ANSCH","30069","","","WWW","","","","4/23/2021 8:13:43 AM","1.00","AL","","Walk with Wiley - Torey Page","","","CS","OL","0","","","","4/16/2021 12:00:00 AM","","AS","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","5/17/2021 10:25:27 AM"
"4625","275","5174","","ANSCH","30069","","","WWW","","","","4/23/2021 8:13:43 AM","1.00","AL","","Walk with Wiley - Torey Page","","","CS","OL","0","","","","4/16/2021 12:00:00 AM","","AS","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","5/17/2021 10:26:02 AM"
"4625","276","30897","","ANSCH","30069","","","WWW","","","","4/23/2021 8:13:43 AM","1.00","AL","","Walk with Wiley - Torey Page","","","CS","OL","0","","","","4/16/2021 12:00:00 AM","","AS","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","5/17/2021 10:26:48 AM"
"4625","277","5804","","ANSCH","30069","","","WWW","","","","4/23/2021 8:13:43 AM","1.00","AL","","Walk with Wiley - Torey Page","","","CS","OL","0","","","","4/16/2021 12:00:00 AM","","AS","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","5/17/2021 10:27:27 AM"
"4625","278","32029","","ANSCH","30069","","","WWW","","","","4/23/2021 8:13:43 AM","1.00","AL","","Walk with Wiley - Torey Page","","","CS","OL","0","","","","4/16/2021 12:00:00 AM","","AS","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","5/17/2021 10:44:38 AM"
"4625","279","2881","","ANSCH","30069","","","WWW","","","","4/23/2021 8:13:43 AM","1.00","AL","","Walk with Wiley - Torey Page","","","CS","OL","0","","","","4/16/2021 12:00:00 AM","","AS","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","5/17/2021 10:45:12 AM"
"4625","280","1191","","ANSCH","30069","","","WWW","","","","4/23/2021 8:13:43 AM","1.00","AL","","Walk with Wiley - Torey Page","","","CS","OL","0","","","","4/16/2021 12:00:00 AM","","AS","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","5/17/2021 10:45:54 AM"
"4625","281","33816","","ANSCH","30069","","","WWW","","","","4/23/2021 8:13:43 AM","1.00","AL","","Walk with Wiley - Torey Page","","","CS","OL","0","","","","4/16/2021 12:00:00 AM","","AS","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","5/17/2021 10:46:21 AM"
"4625","282","6122","","ANSCH","30069","","","WWW","","","","4/23/2021 8:13:43 AM","1.00","AL","","Walk with Wiley - Torey Page","","","CS","OL","0","","","","4/16/2021 12:00:00 AM","","AS","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","5/17/2021 10:47:21 AM"
"4625","283","32022","","ANSCH","30069","","","WWW","","","","4/23/2021 8:13:43 AM","1.00","AL","","Walk with Wiley - Torey Page","","","CS","OL","0","","","","4/16/2021 12:00:00 AM","","AS","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","5/17/2021 10:48:02 AM"
"4625","284","32031","","ANSCH","30069","","","WWW","","","","4/23/2021 8:13:43 AM","1.00","AL","","Walk with Wiley - Torey Page","","","CS","OL","0","","","","4/16/2021 12:00:00 AM","","AS","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","5/17/2021 10:48:42 AM"
"4625","285","62687","","ANSCH","30069","","","WWW","","","","4/23/2021 8:13:43 AM","1.00","AL","","Walk with Wiley - Torey Page","","","CS","OL","0","","","","4/16/2021 12:00:00 AM","","AS","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","5/17/2021 10:49:29 AM"
"4625","286","5569","","ANSCH","30069","","","WWW","","","","4/23/2021 8:13:43 AM","1.00","AL","","Walk with Wiley - Torey Page","","","CS","OL","0","","","","4/16/2021 12:00:00 AM","","AS","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","5/17/2021 10:50:03 AM"
"4625","287","2936","","ANSCH","30069","","","WWW","","","","4/23/2021 8:13:43 AM","1.00","AL","","Walk with Wiley - Torey Page","","","CS","OL","0","","","","4/16/2021 12:00:00 AM","","AS","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","5/17/2021 10:50:49 AM"
"4625","288","56526","","ANSCH","30069","","","WWW","","","","4/23/2021 8:13:43 AM","1.00","AL","","Walk with Wiley - Torey Page","","","CS","OL","0","","","","4/16/2021 12:00:00 AM","","AS"," ","Y","N","Y","","A","N","","drlynch","w_gift_entry","5/17/2021 10:51:26 AM"
"4625","289","49541","","ANSCH","30069","","","WWW","","","","4/23/2021 8:13:43 AM","1.00","AL","","Walk with Wiley - Torey Page","","","CS","OL","0","","","","4/16/2021 12:00:00 AM","","AS","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","5/17/2021 10:51:54 AM"
"4625","290","49255","","ANSCH","30069","","","WWW","","","","4/23/2021 8:13:43 AM","1.00","AL","","Walk with Wiley - Torey Page","","","CS","OL","0","","","","4/16/2021 12:00:00 AM","","AS","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","5/17/2021 10:52:39 AM"
"4625","291","7577","","ANSCH","30069","","","WWW","","","","4/23/2021 8:13:43 AM","1.00","AL","","Walk with Wiley - Torey Page","","","CS","OL","0","","","","4/16/2021 12:00:00 AM","","AS","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","5/17/2021 10:53:32 AM"
"4625","292","2209","","ANSCH","30069","","","WWW","","","","4/23/2021 8:13:43 AM","1.00","AL","","Walk with Wiley - Torey Page","","","CS","OL","0","","","","4/16/2021 12:00:00 AM","","AS","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","5/17/2021 10:54:11 AM"
"4625","293","1134","","ANSCH","30069","","","WWW","","","","4/23/2021 8:13:43 AM","1.00","AL","","Walk with Wiley - Torey Page","","","CS","OL","0","","","","4/16/2021 12:00:00 AM","","AS","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","5/17/2021 10:54:55 AM"
"4625","294","3424","","ANSCH","30069","","","WWW","","","","4/23/2021 8:13:43 AM","1.00","AL","","Walk with Wiley - Torey Page","","","CS","OL","0","","","","4/16/2021 12:00:00 AM","","AS","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","5/17/2021 10:55:21 AM"
"4625","295","24142","","ANSCH","30069","","","WWW","","","","4/23/2021 8:13:43 AM","1.00","AL","","Walk with Wiley - Torey Page","","","CS","OL","0","","","","4/16/2021 12:00:00 AM","","AS","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","5/17/2021 10:55:53 AM"
"4625","296","3593","","ANSCH","30069","","","WWW","","","","4/23/2021 8:13:43 AM","1.00","AL","","Walk with Wiley - Torey Page","","","CS","OL","0","","","","4/16/2021 12:00:00 AM","","AS","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","5/17/2021 10:56:24 AM"
"4625","297","7851","","ANSCH","30069","","","WWW","","","","4/23/2021 8:13:43 AM","1.00","AL","","Walk with Wiley - Torey Page","","","CS","OL","0","","","","4/16/2021 12:00:00 AM","","AS","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","5/17/2021 10:57:34 AM"
"4625","298","105988","","ANSCH","30069","","","WWW","","","","4/23/2021 8:13:43 AM","1.00","AL","","Walk with Wiley - Torey Page","","","CS","OL","0","","","","4/16/2021 12:00:00 AM","","AS"," ","Y","N","Y","","A","N","","drlynch","w_gift_entry","5/17/2021 10:58:07 AM"
"4625","299","8464","","ANSCH","30069","","","WWW","","","","4/23/2021 8:13:43 AM","1.00","AL","","Walk with Wiley - Torey Page","","","CS","OL","0","","","","4/16/2021 12:00:00 AM","","AS","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","5/17/2021 10:58:39 AM"
"4625","300","24146","","ANSCH","30069","","","WWW","","","","4/23/2021 8:13:43 AM","1.00","AL","","Walk with Wiley - Torey Page","","","CS","OL","0","","","","4/16/2021 12:00:00 AM","","AS","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","5/17/2021 10:59:13 AM"
"4625","301","4277","","ANSCH","30069","","","WWW","","","","4/23/2021 8:13:43 AM","1.00","AL","","Walk with Wiley - Torey Page","","","CS","OL","0","","","","4/16/2021 12:00:00 AM","","AS","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","5/17/2021 10:59:39 AM"
"4625","302","8015","","ANSCH","30069","","","WWW","","","","4/23/2021 8:13:43 AM","1.00","AL","","Walk with Wiley - Torey Page","","","CS","OL","0","","","","4/16/2021 12:00:00 AM","","AS","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","5/17/2021 11:00:11 AM"
"4625","303","29618","","ANSCH","30069","","","WWW","","","","4/23/2021 8:13:43 AM","1.00","AL","","Walk with Wiley - Torey Page","","","CS","OL","0","","","","4/16/2021 12:00:00 AM","","AS","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","5/17/2021 11:00:37 AM"
"4625","304","32037","","ANSCH","30069","","","WWW","","","","4/23/2021 8:13:43 AM","1.00","AL","","Walk with Wiley - Torey Page","","","CS","OL","0","","","","4/16/2021 12:00:00 AM","","AS","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","5/17/2021 11:01:13 AM"
"4625","305","28409","","ANSCH","30069","","","WWW","","","","4/23/2021 8:13:43 AM","1.00","AL","","Walk with Wiley - Torey Page","","","CS","OL","0","","","","4/16/2021 12:00:00 AM","","AS","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","5/17/2021 11:02:51 AM"
"4625","306","28409","","ANSCH","30069","","","WWW","","","","4/23/2021 8:13:43 AM","1.00","AL","","Walk with Wiley - Torey Page","","","CS","OL","0","","","","4/16/2021 12:00:00 AM","","AS","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","5/17/2021 11:03:24 AM"
"4625","307","4213","","ANSCH","30069","","","WWW","","","","4/23/2021 8:13:43 AM","1.00","AL","","Walk with Wiley - Torey Page","","","CS","OL","0","","","","4/16/2021 12:00:00 AM","","AS","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","5/17/2021 11:04:17 AM"
"4625","308","24152","","ANSCH","30069","","","WWW","","","","4/23/2021 8:13:43 AM","1.00","AL","","Walk with Wiley - Torey Page","","","CS","OL","0","","","","4/16/2021 12:00:00 AM","","AS","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","5/17/2021 11:05:18 AM"
"4625","309","30476","","ANSCH","30069","","","WWW","","","","4/23/2021 8:13:43 AM","1.00","AL","","Walk with Wiley - Torey Page","","","CS","OL","0","","","","4/16/2021 12:00:00 AM","","AS","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","5/17/2021 11:05:51 AM"
"4625","310","32039","","ANSCH","30069","","","WWW","","","","4/23/2021 8:13:43 AM","1.00","AL","","Walk with Wiley - Torey Page","","","CS","OL","0","","","","4/16/2021 12:00:00 AM","","AS","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","5/17/2021 11:06:28 AM"
"4625","311","7192","","ANSCH","30069","","","WWW","","","","4/23/2021 8:13:43 AM","1.00","AL","","Walk with Wiley - Torey Page","","","CS","OL","0","","","","4/16/2016 12:00:00 AM","","AS","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","5/17/2021 11:06:54 AM"
"4625","312","91354","","ANSCH","30069","","","WWW","","","","4/23/2021 8:13:43 AM","1.00","AL","","Walk with Wiley - Torey Page","","","CS","OL","0","","","","4/16/2021 12:00:00 AM","","AS"," ","Y","N","Y","","A","N","","drlynch","w_gift_entry","5/17/2021 11:07:28 AM"
"4625","313","5673","","ANSCH","30069","","","WWW","","","","4/23/2021 8:13:43 AM","1.00","AL","","Walk with Wiley - Torey Page","","","CS","OL","0","","","","4/16/2021 12:00:00 AM","","AS","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","5/17/2021 11:08:01 AM"
"4625","314","32040","","ANSCH","30069","","","WWW","","","","4/23/2021 8:13:43 AM","1.00","AL","","Walk with Wiley - Torey Page","","","CS","OL","0","","","","4/16/2021 12:00:00 AM","","AS","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","5/17/2021 11:08:31 AM"
"4625","315","4104","","ANSCH","30069","","","WWW","","","","4/23/2021 8:13:43 AM","1.00","AL","","Walk with Wiley - Torey Page","","","CS","OL","0","","","","4/16/2021 12:00:00 AM","","AS","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","5/17/2021 11:14:00 AM"
"4625","316","5033","","ANSCH","30069","","","WWW","","","","4/23/2021 8:13:43 AM","1.00","AL","","Walk with Wiley - Torey Page","","","CS","OL","0","","","","4/16/2021 12:00:00 AM","","AS","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","5/17/2021 11:17:26 AM"
"4625","317","2546","","ANSCH","30069","","","WWW","","","","4/23/2021 8:13:43 AM","1.00","AL","","Walk with Wiley - Torey Page","","","CS","OL","0","","","","4/16/2021 12:00:00 AM","","AS","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","5/17/2021 11:17:56 AM"
"4625","318","32041","","ANSCH","30069","","","WWW","","","","4/23/2021 8:13:43 AM","1.00","AL","","Walk with Wiley - Torey Page","","","CS","OL","0","","","","4/16/2021 12:00:00 AM","","AS","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","5/17/2021 11:18:48 AM"
"4625","319","3446","","ANSCH","30069","","","WWW","","","","4/23/2021 8:13:43 AM","1.00","AL","","Walk with Wiley - Torey Page","","","CS","OL","0","","","","4/16/2021 12:00:00 AM","","AS","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","5/17/2021 11:19:15 AM"
"4625","320","2042","","ANSCH","30069","","","WWW","","","","4/23/2021 8:13:43 AM","1.00","AL","","Walk with Wiley - Torey Page","","","CS","OL","0","","","","4/16/2021 12:00:00 AM","","AS","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","5/17/2021 11:19:49 AM"
"4625","321","4969","","ANSCH","30069","","","WWW","","","","4/23/2021 8:13:43 AM","1.00","AL","","Walk with Wiley - Torey Page","","","CS","OL","0","","","","4/16/2021 12:00:00 AM","","AS","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","5/17/2021 11:20:48 AM"
"4626","2","23235","","ANSCH","30069","","","WWW","","","","4/27/2021 9:50:07 AM","1.00","AL","","Walk with Wiley - Amanda Clark","","","CS","OL","0","","","","4/26/2021 12:00:00 AM","","AS","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","4/29/2021 8:39:39 AM"
"4626","3","29347","","ANSCH","30069","","","WWW","","","","4/27/2021 9:50:07 AM","1.00","AL","","Walk with Wiley - Amanda Clark","","","CS","OL","0","","","","4/26/2021 12:00:00 AM","","AS","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","4/29/2021 8:40:55 AM"
"4626","4","38976","","ANSCH","30069","","","WWW","","","","4/27/2021 9:50:07 AM","1.00","AL","","Walk with Wiley - Amanda Clark","","","CS","OL","0","","","","4/26/2021 12:00:00 AM","","AS","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","4/29/2021 8:50:09 AM"
"4626","5","4426","","ANSCH","30069","","","WWW","","","","4/27/2021 9:50:07 AM","1.00","AL","","Walk with Wiley - Amanda Clark","","","CS","OL","0","","","","4/26/2021 12:00:00 AM","","AS","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","4/29/2021 8:50:43 AM"
"4626","6","23810","","ANSCH","30069","","","WWW","","","","4/27/2021 9:50:07 AM","1.00","AL","","Walk with Wiley - Amanda Clark","","","CS","OL","0","","","","4/26/2021 12:00:00 AM","","AS","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","4/29/2021 9:19:50 AM"
"4626","7","62338","","ANSCH","30069","","","WWW","","","","4/27/2021 9:50:07 AM","1.00","AL","","Walk with Wiley - Amanda Clark","","","CS","OL","0","","","","4/26/2021 12:00:00 AM","","AS","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","4/29/2021 9:23:03 AM"
"4626","8","5467","","ANSCH","30069","","","WWW","","","","4/27/2021 9:50:07 AM","1.00","AL","","Walk with Wiley - Amanda Clark","","","CS","OL","0","","","","4/26/2021 12:00:00 AM","","AS","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","4/29/2021 9:23:44 AM"
"4626","9","5620","","ANSCH","30069","","","WWW","","","","4/27/2021 9:50:07 AM","1.00","AL","","Walk with Wiley - Amanda Clark","","","CS","OL","0","","","","4/26/2021 12:00:00 AM","","AS","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","4/29/2021 9:24:39 AM"
"4626","10","29375","","ANSCH","30069","","","WWW","","","","4/27/2021 9:50:07 AM","1.00","AL","","Walk with Wiley - Amanda Clark","","","CS","OL","0","","","","4/26/2021 12:00:00 AM","","AS","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","4/29/2021 9:25:13 AM"
"4626","11","47012","","ANSCH","30069","","","WWW","","","","4/27/2021 9:50:07 AM","1.00","AL","","Walk with Wiley - Amanda Clark","","","CS","OL","0","","","","4/26/2021 12:00:00 AM","","AS"," ","Y","N","Y","","A","N","","drlynch","w_gift_entry","4/29/2021 9:44:19 AM"
"4626","12","3869","","ANSCH","30069","","","WWW","","","","4/27/2021 9:50:07 AM","1.00","AL","","Walk with Wiley - Amanda Clark","","","CS","OL","0","","","","4/26/2021 12:00:00 AM","","AS","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","4/29/2021 9:44:48 AM"
"4626","13","43582","","ANSCH","30069","","","WWW","","","","4/27/2021 9:50:07 AM","1.00","AL","","Walk with Wiley - Amanda Clark","","","CS","OL","0","","","","4/26/2021 12:00:00 AM","","AS","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","4/29/2021 9:45:47 AM"
"4626","14","80825","","ANSCH","30069","","","WWW","","","","4/27/2021 9:50:07 AM","1.00","AL","","Walk with Wiley - Amanda Clark","","","CS","OL","0","","","","4/26/2021 12:00:00 AM","","AS"," ","Y","N","Y","","A","N","","drlynch","w_gift_entry","4/29/2021 9:46:20 AM"
"4626","15","23839","","ANSCH","30069","","","WWW","","","","4/27/2021 9:50:07 AM","1.00","AL","","Walk with Wiley - Amanda Clark","","","CS","OL","0","","","","4/26/2021 12:00:00 AM","","AS","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","4/29/2021 9:46:56 AM"
"4626","16","4460","","ANSCH","30069","","","WWW","","","","4/27/2021 9:50:07 AM","1.00","AL","","Walk with Wiley - Amanda Clark","","","CS","OL","0","","","","4/26/2021 12:00:00 AM","","AS","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","4/29/2021 9:47:33 AM"
"4626","17","12855","","ANSCH","30069","","","WWW","","","","4/27/2021 9:50:07 AM","1.00","AL","","Walk with Wiley - Amanda Clark","","","CS","OL","0","","","","","","AS","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","4/29/2021 9:47:58 AM"
"4626","18","115918","","ANSCH","30069","","","WWW","","","","4/27/2021 9:50:07 AM","1.00","AL","","Walk with Wiley - Amanda Clark","","","CS","OL","0","","","","4/26/2021 12:00:00 AM","","AS"," ","Y","N","Y","","A","N","","drlynch","w_gift_entry","4/29/2021 9:48:42 AM"
"4626","19","68384","","ANSCH","30069","","","WWW","","","","4/27/2021 9:50:07 AM","1.00","AL","","Walk with Wiley - Amanda Clark","","","CS","OL","0","","","","4/26/2021 12:00:00 AM","","AS"," ","Y","N","Y","","A","N","","drlynch","w_gift_entry","4/29/2021 9:49:13 AM"
"4626","20","4436","","ANSCH","30069","","","WWW","","","","4/27/2021 9:50:07 AM","1.00","AL","","Walk with Wiley - Amanda Clark","","","CS","OL","0","","","","4/26/2021 12:00:00 AM","","AS","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","4/29/2021 9:49:54 AM"
"4626","21","1318","","ANSCH","30069","","","WWW","","","","4/27/2021 9:50:07 AM","1.00","AL","","Walk with Wiley - Amanda Clark","","","CS","OL","0","","","","4/26/2021 12:00:00 AM","","AS","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","4/29/2021 9:50:37 AM"
"4626","22","2647","","ANSCH","30069","","","WWW","","","","4/27/2021 9:50:07 AM","1.00","AL","","Walk With Wiley - Amanda Clark","","","CS","OL","0","","","","4/26/2021 12:00:00 AM","","AS","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","4/29/2021 9:53:38 AM"
"4626","23","5083","","ANSCH","30069","","","WWW","","","","4/27/2021 9:50:07 AM","1.00","AL","","Walk With Wiley - Amanda Clark","","","CS","OL","0","","","","4/26/2021 12:00:00 AM","","AS","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","4/29/2021 9:54:12 AM"
"4626","24","2795","","ANSCH","30069","","","WWW","","","","4/27/2021 9:50:07 AM","1.00","AL","","Walk With Wiley - Amanda Clark","","","CS","OL","0","","","","4/26/2021 12:00:00 AM","","AS","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","4/29/2021 9:54:44 AM"
"4626","25","105466","","ANSCH","30069","","","WWW","","","","4/27/2021 9:50:07 AM","1.00","AL","","Walk With Wiley - Amanda Clark","","","CS","OL","0","","","","4/26/2021 12:00:00 AM","","AS"," ","Y","N","Y","","A","N","","drlynch","w_gift_entry","4/29/2021 10:01:22 AM"
"4626","26","3351","","ANSCH","30069","","","WWW","","","","4/27/2021 9:50:07 AM","1.00","AL","","Walk With Wiley - Amanda Clark","","","CS","OL","0","","","","4/26/2021 12:00:00 AM","","AS","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","4/29/2021 10:02:01 AM"
"4626","27","93133","","ANSCH","30069","","","WWW","","","","4/27/2021 9:50:07 AM","1.00","AL","","Walk With Wiley - Amanda Clark","","","CS","OL","0","","","","4/26/2021 12:00:00 AM","","AS"," ","Y","N","Y","","A","N","","drlynch","w_gift_entry","4/29/2021 10:13:44 AM"
"4626","28","2425","","ANSCH","30069","","","WWW","","","","4/27/2021 9:50:07 AM","1.00","AL","","Walk With Wiley - Amanda Clark","","","CS","OL","0","","","","4/26/2021 12:00:00 AM","","AS","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","4/29/2021 10:19:12 AM"
"4626","29","115435","","ANSCH","30069","","","WWW","","","","4/27/2021 9:50:07 AM","1.00","AL","","Walk With Wiley - Amanda Clark","","","CS","OL","0","","","","4/26/2021 12:00:00 AM","","AS"," ","Y","N","Y","","A","N","","drlynch","w_gift_entry","4/29/2021 10:19:54 AM"
"4626","30","73540","","ANSCH","30069","","","WWW","","","","4/27/2021 9:50:07 AM","1.00","AL","","Walk With Wiley - Amanda Clark","","","CS","OL","0","","","","4/26/2021 12:00:00 AM","","AS","N","Y","N","Y","","A","N","","drlynch","w_gift_entry","4/29/2021 10:20:42 AM"
