"CAMPAIGN_CDE","CAMPAIGN_DESC","PIECES_RET_GOAL","PIECES_RET_ACTUAL","EXPENSES_BUDGET","EXPENSES_ACTUAL","CAMPAN_AMT_GOAL","CAMPAN_AMT_ACTUAL","CASH_GIFT_NUM","CASH_GIFT_AMT","PROMISE_NUM","PROMISE_AMT","PROMISE_PMT_NUM","PROMISE_PMT_AMT","MATCH_GIFT_NUM","MATCH_GIFT_AMT","MATCH_PMT_NUM","MATCH_PMT_AMT","SOFT_CREDIT_NUM","SOFT_CREDIT_AMT","NON_CASH_NUM","NON_CASH_AMT","GIFTS_NUM","GIFTS_AMT","DEFER_NUM","DEFER_AMT","DEFER_PMT_NUM","DEFER_PMT_AMT","DON_RESTR_NUM","DON_RESTR_AMT","ORG_RESTR_NUM","ORG_RESTR_AMT","FIRST_GIFT_DTE","FIRST_GIFT_AMT","LAST_GIFT_DTE","LAST_GIFT_AMT","LARGEST_GIFT_DTE","LARGEST_GIFT_AMT","SMALLEST_GIFT_DTE","SMALLEST_GIFT_AMT","CAMP_CONTACT_ID_NUM","CAMP_START_DATE","CAMP_END_DATE","ONLINE_GIVING_AVAIL","ONLINE_GIVING_DESC","USER_NAME","JOB_NAME","JOB_TIME"
"C80 ","Class of 1980","0","0","0.00","0.00","0.00","600.00","5","600.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","5","600.00","0","0.00","0","0.00","0","0.00","0","0.00","2/22/2005 8:25:55 AM","100.00","9/20/2006 2:56:39 PM","100.00","3/17/2005 6:29:57 PM","250.00","3/22/2005 11:31:05 AM","50.00","","","","N","","MTALLEN","w_recalc_summ_info","8/8/2011 5:01:40 PM"
"C81 ","Class of 1981","0","0","0.00","0.00","0.00","1023.00","8","1023.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","8","1023.00","0","0.00","0","0.00","0","0.00","0","0.00","3/21/2006 3:58:15 PM","50.00","3/22/2006 11:30:34 AM","150.00","3/21/2006 4:16:27 PM","365.00","3/21/2006 5:14:38 PM","25.00","","","","N","","MTALLEN","w_recalc_summ_info","8/8/2011 4:56:34 PM"
"C83 ","Class of 1983","0","0","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","","0.00","","0.00","","0.00","","0.00","","","","N","","MTALLEN","w_recalc_summ_info","8/8/2011 12:00:00 AM"
"C84 ","Class of 1984","0","0","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","","0.00","","0.00","","0.00","","0.00","","","","N","","drlynch","w_campaign_list","7/24/2019 7:11:36 AM"
"C85 ","Class of 1985","0","0","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","","0.00","","0.00","","0.00","","0.00","","","","N","","MTALLEN","w_recalc_summ_info","8/8/2011 12:00:00 AM"
"C86 ","Class of 1986","0","0","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","","0.00","","0.00","","0.00","","0.00","","","","N","","MTALLEN","w_recalc_summ_info","8/8/2011 12:00:00 AM"
"C87 ","Class of 1987","0","0","0.00","0.00","0.00","200.00","2","200.00","0","0.00","0","0.00","0","0.00","0","0.00","2","200.00","0","0.00","2","200.00","0","0.00","0","0.00","0","0.00","0","0.00","3/19/2012 11:21:58 AM","100.00","3/30/2012 2:36:27 PM","100.00","3/30/2012 2:36:27 PM","100.00","3/19/2012 11:21:58 AM","100.00","","","","N","","MTALLEN","w_gift_entry","4/2/2012 11:19:21 AM"
"C88 ","Class of 1988","0","0","0.00","0.00","0.00","1500.00","6","1500.00","0","0.00","0","0.00","0","0.00","0","0.00","1","500.00","0","0.00","6","1500.00","0","0.00","0","0.00","0","0.00","0","0.00","3/14/2013 3:30:06 PM","40.00","3/18/2013 12:46:42 PM","500.00","3/18/2013 12:46:42 PM","500.00","3/14/2013 3:30:06 PM","40.00","","","","N","","MTALLEN","w_gift_entry","3/18/2013 4:35:21 PM"
"C89 ","Class of 1989","0","0","0.00","0.00","0.00","100.00","1","100.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","100.00","0","0.00","0","0.00","0","0.00","0","0.00","3/9/2004 12:00:00 AM","100.00","3/9/2004 12:00:00 AM","100.00","3/9/2004 12:00:00 AM","100.00","3/9/2004 12:00:00 AM","100.00","","","","N","","MTALLEN","w_recalc_summ_info","8/8/2011 4:28:23 PM"
"C90 ","Class of 1990","0","0","0.00","0.00","0.00","1300.00","3","1300.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","3","1300.00","0","0.00","0","0.00","0","0.00","0","0.00","11/22/2004 3:42:42 PM","50.00","1/21/2015 11:08:12 AM","250.00","3/21/2005 12:00:00 AM","1000.00","11/22/2004 3:42:42 PM","50.00","","","","N","","MTALLEN","w_gift_entry","1/22/2015 9:42:57 AM"
"C94 ","Class of 1994","0","0","0.00","0.00","0.00","100.00","1","100.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","100.00","0","0.00","0","0.00","0","0.00","0","0.00","3/10/2004 12:00:00 AM","100.00","3/10/2004 12:00:00 AM","100.00","3/10/2004 12:00:00 AM","100.00","3/10/2004 12:00:00 AM","100.00","","","","N","","MTALLEN","w_recalc_summ_info","8/8/2011 4:28:28 PM"
"C95 ","Class of 1995","0","0","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","","0.00","","0.00","","0.00","","0.00","","","","N","","drlynch","w_campaign_list","6/5/2020 10:30:41 AM"
"C96 ","Class of 1996","0","0","0.00","0.00","0.00","200.00","2","200.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","2","200.00","0","0.00","0","0.00","0","0.00","0","0.00","6/30/2005 10:36:15 AM","100.00","3/18/2006 11:32:59 AM","100.00","3/18/2006 11:32:59 AM","100.00","6/30/2005 10:36:15 AM","100.00","","","","N","","MTALLEN","w_recalc_summ_info","8/8/2011 4:56:14 PM"
"C97 ","Class of 1997","0","0","0.00","0.00","0.00","300.00","3","300.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","3","300.00","0","0.00","0","0.00","0","0.00","0","0.00","3/11/2002 6:32:08 PM","100.00","3/16/2007 11:50:58 AM","100.00","3/16/2007 11:50:58 AM","100.00","3/11/2002 6:32:08 PM","100.00","","","","N","","MTALLEN","w_recalc_summ_info","8/8/2011 5:07:15 PM"
"C98 ","Class of 1998","0","0","0.00","0.00","0.00","200.00","1","65.00","2","100.00","2","100.00","2","100.00","1","35.00","1","35.00","0","0.00","4","200.00","0","0.00","0","0.00","0","0.00","0","0.00","3/1/2003 6:22:05 PM","35.00","6/24/2003 12:00:00 AM","100.00","6/24/2003 12:00:00 AM","100.00","3/1/2003 6:22:05 PM","35.00","","","","N","","MTALLEN","w_recalc_summ_info","8/8/2011 4:19:32 PM"
"C99 ","Class of 1999","0","0","0.00","0.00","0.00","550.00","4","550.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","4","550.00","0","0.00","0","0.00","0","0.00","0","0.00","3/5/2004 2:02:58 PM","50.00","3/20/2004 12:00:00 AM","200.00","3/20/2004 12:00:00 AM","200.00","3/5/2004 2:02:58 PM","50.00","","","","N","","MTALLEN","w_recalc_summ_info","8/8/2011 4:31:37 PM"
"CAMP","Purple Trash Cans","0","0","0.00","0.00","0.00","1100.00","3","1100.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","3","1100.00","0","0.00","0","0.00","0","0.00","0","0.00","2/27/2007 12:01:13 PM","500.00","2/27/2007 12:20:24 PM","100.00","2/27/2007 12:05:26 PM","500.00","2/27/2007 12:20:24 PM","100.00","","","","N","","MTALLEN","w_recalc_summ_info","8/8/2011 5:06:01 PM"
"CC  ","Cross Country","0","0","0.00","0.00","0.00","400.00","1","400.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","400.00","0","0.00","0","0.00","0","0.00","0","0.00","10/2/2013 8:58:36 AM","400.00","10/2/2013 8:58:36 AM","400.00","10/2/2013 8:58:36 AM","400.00","10/2/2013 8:58:36 AM","400.00","","","","N","","MTALLEN","w_gift_entry","1/30/2014 11:30:04 AM"
"CHAP","Chapel Endowment","0","0","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","3/19/2012 11:21:58 AM","1000.00","3/19/2012 11:21:58 AM","1000.00","3/19/2012 11:21:58 AM","1000.00","3/19/2012 11:21:58 AM","1000.00","","","","N","","MTALLEN","w_gift_entry","3/23/2012 8:37:39 AM"
"CKFD","Coker Field","0","0","0.00","0.00","0.00","400.00","3","300.00","0","0.00","1","100.00","0","0.00","0","0.00","5","500.00","0","0.00","4","400.00","0","0.00","0","0.00","0","0.00","0","0.00","11/3/2015 8:11:02 AM","100.00","10/26/2016 10:19:40 AM","50.00","8/9/2016 10:35:46 AM","100.00","10/26/2016 10:19:40 AM","50.00","","","","N","","mtallen","w_gift_entry","10/31/2016 12:01:42 PM"
"CL  ","Class of 1958","0","0","0.00","0.00","0.00","2200.00","5","2200.00","0","0.00","0","0.00","0","0.00","0","0.00","2","1400.00","0","0.00","5","2200.00","0","0.00","0","0.00","0","0.00","0","0.00","12/31/2002 12:00:00 AM","900.00","2/24/2003 12:00:00 AM","600.00","12/31/2002 12:00:00 AM","900.00","1/13/2003 6:15:23 PM","100.00","","","","N","","MTALLEN","w_recalc_summ_info","8/8/2011 4:14:28 PM"
"CL 2","Class 2","0","0","0.00","0.00","0.00","200.00","1","200.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","200.00","0","0.00","0","0.00","0","0.00","0","0.00","3/4/2002 3:02:56 PM","200.00","3/4/2002 3:02:56 PM","200.00","3/4/2002 3:02:56 PM","200.00","3/4/2002 3:02:56 PM","200.00","","","","N","","MTALLEN","w_recalc_summ_info","8/8/2011 3:59:17 PM"
"CL 7","Class 7","0","0","0.00","0.00","0.00","350.00","2","350.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","2","350.00","0","0.00","0","0.00","0","0.00","0","0.00","3/5/2002 2:41:20 PM","250.00","3/14/2002 3:53:23 PM","100.00","3/5/2002 2:41:20 PM","250.00","3/14/2002 3:53:23 PM","100.00","","","","N","","MTALLEN","w_recalc_summ_info","8/8/2011 4:01:29 PM"
"CL59","Class of 1959","0","0","0.00","0.00","0.00","1000.00","2","1000.00","0","0.00","0","0.00","0","0.00","0","0.00","3","1841.00","0","0.00","2","1000.00","0","0.00","0","0.00","0","0.00","0","0.00","3/14/2014 9:59:22 AM","841.00","3/18/2014 11:48:15 AM","159.00","3/14/2014 9:59:22 AM","841.00","3/18/2014 11:48:15 AM","159.00","","","","N","","MTALLEN","w_gift_entry","3/24/2014 10:37:11 AM"
"ENDO","Endowed Scholarship","0","0","0.00","0.00","0.00","1000.00","1","1000.00","0","0.00","0","0.00","0","0.00","0","0.00","2","2000.00","0","0.00","1","1000.00","0","0.00","0","0.00","0","0.00","0","0.00","3/7/2023 12:00:00 AM","1000.00","3/7/2023 12:00:00 AM","1000.00","3/7/2023 12:00:00 AM","1000.00","3/7/2023 12:00:00 AM","1000.00","","","","N","","JCOVARRUBIAS","w_gift_entry","3/23/2023 3:08:54 PM"
"ERBF","Dr. Earl Rand Book Fund","0","0","0.00","0.00","0.00","1620.00","5","1620.00","0","0.00","0","0.00","0","0.00","0","0.00","2","200.00","0","0.00","5","1620.00","0","0.00","0","0.00","0","0.00","0","0.00","12/16/2010 9:02:35 AM","1000.00","11/2/2011 4:24:46 PM","20.00","12/16/2010 9:02:35 AM","1000.00","11/2/2011 4:24:46 PM","20.00","","","","N","","MTALLEN","w_gift_entry","11/4/2011 9:00:14 AM"
"ESLC","Ethical Student Leader'sh","0","0","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","3000.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","11/16/2009 10:28:57 AM","3000.00","11/16/2009 10:28:57 AM","3000.00","11/16/2009 10:28:57 AM","3000.00","11/16/2009 10:28:57 AM","3000.00","","","","N","","MTALLEN","w_gift_entry","1/17/2012 3:27:53 PM"
"ETGD","East Texas Giving Day","0","0","0.00","0.00","0.00","345.99","1","345.99","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","345.99","0","0.00","0","0.00","0","0.00","0","0.00","6/30/2020 12:00:00 AM","345.99","6/30/2020 12:00:00 AM","345.99","6/30/2020 12:00:00 AM","345.99","6/30/2020 12:00:00 AM","345.99","","","","N","","drlynch","w_gift_entry","7/2/2020 4:07:10 PM"
"ETSO","East Texas Step Off","0","0","0.00","0.00","0.00","300.00","3","300.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","3","300.00","0","0.00","0","0.00","0","0.00","0","0.00","2/20/2004 12:00:00 AM","100.00","2/26/2004 12:51:30 PM","100.00","2/26/2004 11:31:18 AM","100.00","2/20/2004 12:00:00 AM","100.00","","","","N","","MTALLEN","w_recalc_summ_info","8/8/2011 4:28:01 PM"
"EYE ","Empowered Young Entrepren","0","0","0.00","0.00","0.00","42.00","1","42.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","42.00","0","0.00","0","0.00","0","0.00","0","0.00","7/19/2016 11:27:50 AM","42.00","7/19/2016 11:27:50 AM","42.00","7/19/2016 11:27:50 AM","42.00","7/19/2016 11:27:50 AM","42.00","","","","N","","MTALLEN","w_gift_entry","7/19/2016 2:31:51 PM"
"FALL","Fall Mailer thru 2015","0","0","0.00","0.00","0.00","15360.00","53","15360.00","0","0.00","0","0.00","2","200.00","0","0.00","23","11320.00","0","0.00","53","15360.00","0","0.00","0","0.00","0","0.00","0","0.00","12/4/2003 12:00:00 AM","10.00","12/31/2013 12:00:00 AM","500.00","12/27/2012 12:00:00 AM","4000.00","12/4/2003 4:39:09 PM","10.00","","","","N","","MTALLEN","w_gift_entry","1/13/2014 9:16:18 AM"
"FLBR","Founders Leadership Break","0","0","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","","0.00","","0.00","","0.00","","0.00","","","","N","","MTALLEN","w_recalc_summ_info","8/8/2011 12:00:00 AM"
"FLSA","Frst Ldy Lnch Stdy Abroad","0","0","0.00","0.00","0.00","109900.00","82","109900.00","1","1000.00","0","0.00","0","0.00","0","0.00","43","84450.00","0","0.00","82","109900.00","0","0.00","0","0.00","0","0.00","0","0.00","3/31/2018 12:00:00 AM","1000.00","4/12/2023 12:00:00 AM","2000.00","3/21/2019 2:27:08 PM","5000.00","3/21/2019 9:56:39 AM","25.00","","","","N","","JCOVARRUBIAS","w_gift_entry","4/14/2023 12:03:15 PM"
"FO  ","Founders Obser 2011-18","0","0","0.00","0.00","0.00","283617.00","422","274617.00","0","0.00","2","7000.00","2","2500.00","1","2000.00","420","248392.00","0","0.00","425","283617.00","0","0.00","0","0.00","0","0.00","0","0.00","2/6/2012 12:33:30 PM","2500.00","3/21/2018 1:24:57 PM","145.00","12/31/2017 12:00:00 AM","14000.00","3/14/2012 4:46:40 PM","5.00","","","","N","","mtallen","w_gift_entry","3/21/2018 2:21:48 PM"
"FO20","Founders Observance 2020","0","0","0.00","0.00","0.00","54290.50","140","54290.50","0","0.00","0","0.00","0","0.00","0","0.00","162","64356.00","0","0.00","140","54290.50","0","0.00","0","0.00","0","0.00","0","0.00","12/31/2019 12:00:00 AM","1500.00","6/25/2020 9:35:23 AM","5000.00","3/6/2020 11:11:30 AM","147300.00","3/17/2020 1:01:58 PM","10.00","","","","N","","drlynch","w_gift_entry","6/24/2021 11:24:55 AM"
"FO21","Founders Observance 2021","0","0","0.00","0.00","0.00","300.00","1","300.00","0","0.00","0","0.00","0","0.00","0","0.00","2","600.00","0","0.00","1","300.00","0","0.00","0","0.00","0","0.00","0","0.00","3/6/2020 2:59:08 PM","300.00","3/6/2020 2:59:08 PM","300.00","3/6/2020 2:59:08 PM","300.00","3/6/2020 2:59:08 PM","300.00","","","","N","","drlynch","w_gift_entry","4/15/2020 9:23:25 AM"
"FOC ","140 Wiley Campaign","0","0","0.00","0.00","0.00","909418.19","726","245616.73","30","1286870.58","353","604279.92","1","5000.00","5","4375.00","516","694427.58","26","55146.54","1110","909418.19","0","0.00","0","0.00","0","0.00","0","0.00","12/20/2011 12:00:00 AM","5000.00","3/22/2019 10:33:52 AM","200.00","3/18/2015 3:47:50 PM","73717.86","8/16/2012 5:08:17 PM","-1.00","","","","N","","drlynch","w_gift_entry","3/22/2019 11:44:46 AM"
"FOS ","Founders Observ. Sponsors","0","0","0.00","0.00","0.00","6750.00","4","6750.00","0","0.00","0","0.00","0","0.00","0","0.00","1","5000.00","0","0.00","4","6750.00","0","0.00","0","0.00","0","0.00","0","0.00","2/18/2014 2:34:07 PM","625.00","2/18/2014 2:34:07 PM","625.00","2/18/2014 2:34:07 PM","5000.00","2/18/2014 2:34:07 PM","500.00","","","","N","","MTALLEN","w_gift_entry","2/18/2014 3:34:46 PM"
"FTD ","First Time Donor","0","0","0.00","0.00","0.00","2012.00","26","2012.00","0","0.00","0","0.00","0","0.00","0","0.00","8","850.00","0","0.00","26","2012.00","0","0.00","0","0.00","0","0.00","0","0.00","10/11/2013 4:44:21 PM","125.00","11/18/2015 10:32:41 AM","10.00","11/9/2015 3:41:06 PM","500.00","10/21/2015 2:40:02 PM","2.00","","","","N","","MTALLEN","w_gift_entry","11/20/2015 10:57:31 AM"
"FU40","Forty Under 40","0","0","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","","0.00","","0.00","","0.00","","0.00","","","","N","","drlynch","w_campaign_list","7/23/2019 3:06:08 PM"
"FYE ","FY Year 2015 End Appeal","0","0","0.00","0.00","0.00","60572.46","8","8800.00","0","0.00","3","51772.46","0","0.00","0","0.00","9","9600.00","0","0.00","11","60572.46","0","0.00","0","0.00","0","0.00","0","0.00","5/27/2015 12:00:00 AM","45000.00","7/13/2015 9:31:37 AM","1000.00","5/27/2015 12:00:00 AM","50000.00","6/30/2015 4:11:26 PM","100.00","","","","N","","MTALLEN","w_gift_entry","8/12/2015 10:25:07 AM"
"GD  ","Great Debaters","0","0","0.00","0.00","0.00","2000.00","1","2000.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","2000.00","0","0.00","0","0.00","0","0.00","0","0.00","3/7/2023 12:00:00 AM","2000.00","3/7/2023 12:00:00 AM","2000.00","3/7/2023 12:00:00 AM","2000.00","3/7/2023 12:00:00 AM","2000.00","","","","N","","JCOVARRUBIAS","w_gift_entry","3/13/2023 10:09:52 AM"
"GD21","Giving Day 2021","0","0","0.00","0.00","0.00","7449.12","44","7449.12","0","0.00","0","0.00","0","0.00","0","0.00","2","1025.00","0","0.00","44","7449.12","0","0.00","0","0.00","0","0.00","0","0.00","12/1/2021 12:00:00 AM","50.00","9/2/2022 12:00:00 AM","30.74","12/2/2021 10:33:41 AM","2000.00","2/23/2022 12:00:00 AM","10.00","","","","N","","JCOVARRUBIAS","w_gift_entry","9/12/2022 3:19:11 PM"
"GDOG","Global Day of Giving","0","0","0.00","0.00","0.00","125.00","2","125.00","0","0.00","0","0.00","0","0.00","0","0.00","1","25.00","0","0.00","2","125.00","0","0.00","0","0.00","0","0.00","0","0.00","11/30/2015 9:08:34 AM","25.00","11/30/2015 9:08:34 AM","25.00","11/30/2015 9:08:34 AM","100.00","11/30/2015 9:08:34 AM","25.00","","","","N","","MTALLEN","w_gift_entry","11/30/2015 10:12:48 AM"
"GT  ","Giving Tuesday","0","0","0.00","0.00","0.00","27713.63","172","27713.63","0","0.00","0","0.00","0","0.00","0","0.00","144","17200.91","0","0.00","172","27713.63","0","0.00","0","0.00","0","0.00","0","0.00","12/3/2019 12:00:00 AM","25.00","12/14/2020 3:48:08 PM","25.00","12/3/2019 5:30:09 PM","25300.00","12/3/2019 3:12:21 PM","10.00","","","","N","","drlynch","w_gift_entry","12/14/2020 3:50:07 PM"
"HC20","Homecoming 2020","0","0","0.00","0.00","0.00","16746.08","28","16746.08","0","0.00","0","0.00","0","0.00","0","0.00","29","24022.35","0","0.00","28","16746.08","0","0.00","0","0.00","0","0.00","0","0.00","11/21/2019 2:44:55 PM","200.00","11/12/2020 9:13:15 AM","100.00","2/12/2020 4:15:45 PM","4900.00","11/6/2020 2:54:05 PM","18.73","","","","N","","drlynch","w_gift_entry","11/12/2020 9:16:45 AM"
"HCGB","Homecoming Give Back 2021","0","0","0.00","0.00","100000.00","81222.90","114","81222.90","0","0.00","0","0.00","0","0.00","0","0.00","25","21728.90","0","0.00","114","81222.90","0","0.00","0","0.00","0","0.00","0","0.00","9/17/2021 12:00:00 AM","5000.00","10/17/2022 4:40:52 PM","500.00","10/20/2021 4:37:35 PM","10000.00","10/6/2021 11:49:25 AM","1.00","","","","N","","JCOVARRUBIAS","w_gift_entry","10/26/2022 3:31:21 PM"
"HCIA","IA Tailgating","0","0","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","","0.00","","0.00","","0.00","","0.00","","","","N","","drlynch","w_campaign_list","11/12/2018 3:24:40 PM"
"HCPC","HCGB2021 Popcorn Fdraiser","0","0","0.00","0.00","0.00","1375.00","6","1375.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","6","1375.00","0","0.00","0","0.00","0","0.00","0","0.00","11/15/2021 12:00:00 AM","100.00","11/18/2021 12:00:00 AM","75.00","11/15/2021 12:00:00 AM","500.00","11/18/2021 12:00:00 AM","75.00","","","","N","","JCOVARRUBIAS","w_gift_entry","11/22/2021 11:16:56 AM"
"HCPK","Homecoming Parking","0","0","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","","0.00","","0.00","","0.00","","0.00","","","","N","","drlynch","w_campaign_list","11/12/2018 3:15:21 PM"
"HCPR","Homecoming Parade","0","0","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","25.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","","0.00","","0.00","","0.00","","0.00","","","","N","","drlynch","w_gift_entry","3/16/2019 1:20:54 PM"
"HCSB","Homecoming Sneaker Ball","0","0","0.00","0.00","0.00","34399.75","81","34399.75","0","0.00","0","0.00","0","0.00","0","0.00","30","22125.00","0","0.00","81","34399.75","0","0.00","0","0.00","0","0.00","0","0.00","10/31/2018 12:00:00 AM","75.00","3/19/2020 8:46:09 AM","75.00","11/4/2019 1:03:11 PM","5000.00","10/29/2019 4:37:29 PM","15.00","","","","N","","drlynch","w_gift_entry","3/20/2020 10:43:31 AM"
"HCVE","Homecoming Vendor","0","0","0.00","0.00","0.00","125.00","1","125.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","125.00","0","0.00","0","0.00","0","0.00","0","0.00","11/13/2018 12:00:00 AM","125.00","11/13/2018 12:00:00 AM","125.00","11/13/2018 12:00:00 AM","125.00","11/13/2018 12:00:00 AM","125.00","","","","N","","drlynch","w_gift_entry","11/13/2018 9:49:45 AM"
"HHI ","Hope Hispanic Inititative","0","0","0.00","0.00","0.00","20000.00","1","20000.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","20000.00","0","0.00","0","0.00","0","0.00","0","0.00","10/12/2016 4:49:41 PM","20000.00","10/12/2016 4:49:41 PM","20000.00","10/12/2016 4:49:41 PM","20000.00","10/12/2016 4:49:41 PM","20000.00","","","","N","","mtallen","w_gift_entry","10/13/2016 2:46:58 PM"
"HIDA","Hurricane Ida Relief","0","0","0.00","0.00","0.00","125.00","3","125.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","3","125.00","0","0.00","0","0.00","0","0.00","0","0.00","10/6/2021 11:24:24 AM","25.00","10/8/2021 2:34:32 PM","50.00","10/8/2021 2:34:32 PM","50.00","10/6/2021 11:24:24 AM","25.00","","","","N","","JCOVARRUBIAS","w_gift_entry","10/8/2021 2:37:52 PM"
"HOF ","Hall of Fame","0","0","0.00","0.00","0.00","17975.00","66","17400.00","0","0.00","7","575.00","0","0.00","0","0.00","40","6950.00","0","0.00","73","17975.00","0","0.00","0","0.00","0","0.00","0","0.00","2/25/2014 4:27:44 PM","2000.00","2/2/2016 10:16:31 AM","150.00","11/4/2014 12:00:00 AM","2500.00","9/3/2014 9:20:18 AM","50.00","","","","N","","MTALLEN","w_gift_entry","2/2/2016 10:26:25 AM"
"HPSA","WC Hnrs Prg Study Abroad","0","0","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","","0.00","","0.00","","0.00","","0.00","","","","N","","drlynch","w_campaign_list","3/26/2019 3:40:03 PM"
"IAHC","I A Homecoming 2018","0","0","0.00","0.00","0.00","1120.00","20","1120.00","0","0.00","0","0.00","0","0.00","0","0.00","6","549.00","0","0.00","20","1120.00","0","0.00","0","0.00","0","0.00","0","0.00","10/31/2014 3:37:30 PM","350.00","11/4/2014 12:00:00 AM","5.00","10/31/2014 3:37:30 PM","500.00","10/31/2014 3:37:30 PM","1.00","","","","N","","drlynch","w_campaign_list","11/12/2018 3:24:40 PM"
"INIA","Invest/Inaug Sponsorship","0","0","0.00","0.00","0.00","71250.00","22","71250.00","0","0.00","0","0.00","0","0.00","0","0.00","20","100250.00","0","0.00","22","71250.00","0","0.00","0","0.00","0","0.00","0","0.00","1/22/2019 3:36:46 PM","3000.00","3/18/2019 3:38:54 PM","1000.00","1/25/2019 11:27:57 AM","10065.00","1/25/2019 11:27:57 AM","65.00","","","","N","","drlynch","w_gift_entry","3/26/2019 11:33:42 AM"
"JTCC","Joint Campaigns - Campus","0","0","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","","0.00","","0.00","","0.00","","0.00","","","","N","","MTALLEN","w_recalc_summ_info","8/8/2011 12:00:00 AM"
"JTJB","Joseph Johnson Breakfast","0","0","0.00","0.00","0.00","2400.00","2","2400.00","0","0.00","0","0.00","0","0.00","0","0.00","1","1200.00","0","0.00","2","2400.00","0","0.00","0","0.00","0","0.00","0","0.00","3/21/2012 12:37:51 PM","1200.00","3/12/2013 3:55:27 PM","1200.00","3/12/2013 3:55:27 PM","1200.00","3/21/2012 12:37:51 PM","1200.00","","","","N","","MTALLEN","w_gift_entry","3/13/2013 8:24:46 AM"
